1692277902.9458354
0 tensor(nan, device='cuda:0', dtype=torch.float64, grad_fn=<AddBackward0>)
5990 tensor(4.9721e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6000 tensor(4.9323e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6010 tensor(4.8927e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6020 tensor(4.8536e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6030 tensor(4.8148e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6040 tensor(4.7763e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6050 tensor(4.7383e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6060 tensor(4.7005e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6070 tensor(4.6632e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6080 tensor(4.6261e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6090 tensor(4.5895e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6100 tensor(4.5531e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6110 tensor(4.5171e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6120 tensor(4.4814e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6130 tensor(4.4461e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6140 tensor(4.4111e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6150 tensor(4.3764e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6160 tensor(4.3420e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6170 tensor(4.3080e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6180 tensor(4.2743e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6190 tensor(4.2408e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6200 tensor(4.2077e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6210 tensor(4.1749e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6220 tensor(4.1424e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6230 tensor(4.1102e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6240 tensor(4.0783e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6250 tensor(4.0467e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6260 tensor(4.0154e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6270 tensor(3.9843e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6280 tensor(3.9536e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6290 tensor(3.9231e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6300 tensor(3.8930e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6310 tensor(3.8631e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6320 tensor(3.8334e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6330 tensor(3.8041e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6340 tensor(3.7750e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6350 tensor(3.7462e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6360 tensor(3.7176e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6370 tensor(3.6893e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6380 tensor(3.6613e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6390 tensor(3.6335e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6400 tensor(3.6059e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6410 tensor(3.5787e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6420 tensor(3.5516e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6430 tensor(3.5248e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6440 tensor(3.4983e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6450 tensor(3.4720e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6460 tensor(3.4459e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6470 tensor(3.4201e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6480 tensor(3.3945e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6490 tensor(3.3691e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6500 tensor(3.3440e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6510 tensor(3.3191e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6520 tensor(3.2944e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6530 tensor(3.2699e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6540 tensor(3.2456e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6550 tensor(3.2216e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6560 tensor(3.1978e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6570 tensor(3.1742e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6580 tensor(3.1508e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6590 tensor(3.1276e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6600 tensor(3.1046e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6610 tensor(3.0818e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6620 tensor(3.0592e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6630 tensor(3.0369e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6640 tensor(3.0147e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6650 tensor(2.9927e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6660 tensor(2.9709e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6670 tensor(2.9493e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6680 tensor(2.9278e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6690 tensor(2.9066e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6700 tensor(2.8856e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6710 tensor(2.8647e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6720 tensor(2.8440e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6730 tensor(2.8235e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6740 tensor(2.8032e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6750 tensor(2.7830e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6760 tensor(2.7630e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6770 tensor(2.7432e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6780 tensor(2.7236e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6790 tensor(2.7041e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6800 tensor(2.6848e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6810 tensor(2.6656e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6820 tensor(2.6467e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6830 tensor(2.6278e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6840 tensor(2.6092e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6850 tensor(2.5907e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6860 tensor(2.5723e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6870 tensor(2.5541e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6880 tensor(2.5361e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6890 tensor(2.5182e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6900 tensor(2.5004e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6910 tensor(2.4828e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6920 tensor(2.4653e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6930 tensor(2.4480e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6940 tensor(2.4309e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6950 tensor(2.4138e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6960 tensor(2.3969e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6970 tensor(2.3802e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6980 tensor(2.3636e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
6990 tensor(2.3471e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7000 tensor(2.3308e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7010 tensor(2.3145e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7020 tensor(2.2985e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7030 tensor(2.2825e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7040 tensor(2.2667e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7050 tensor(2.2510e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7060 tensor(2.2354e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7070 tensor(2.2199e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7080 tensor(2.2046e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7090 tensor(2.1894e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7100 tensor(2.1743e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7110 tensor(2.1594e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7120 tensor(2.1445e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7130 tensor(2.1298e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7140 tensor(2.1152e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7150 tensor(2.1006e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7160 tensor(2.0863e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7170 tensor(2.0720e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7180 tensor(2.0578e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7190 tensor(2.0437e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7200 tensor(2.0298e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7210 tensor(2.0160e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7220 tensor(2.0022e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7230 tensor(1.9886e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7240 tensor(1.9751e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7250 tensor(1.9616e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7260 tensor(1.9483e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7270 tensor(1.9351e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7280 tensor(1.9220e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7290 tensor(1.9089e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7300 tensor(1.8960e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7310 tensor(1.8832e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7320 tensor(1.8704e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7330 tensor(1.8578e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7340 tensor(1.8453e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7350 tensor(1.8328e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7360 tensor(1.8205e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7370 tensor(1.8082e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7380 tensor(1.7960e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7390 tensor(1.7839e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7400 tensor(1.7719e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7410 tensor(1.7600e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7420 tensor(1.7482e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7430 tensor(1.7365e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7440 tensor(1.7248e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7450 tensor(1.7133e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7460 tensor(1.7018e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7470 tensor(1.6904e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7480 tensor(1.6791e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7490 tensor(1.6678e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7500 tensor(1.6567e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7510 tensor(1.6456e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7520 tensor(1.6346e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7530 tensor(1.6237e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7540 tensor(1.6129e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7550 tensor(1.6021e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7560 tensor(1.5915e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7570 tensor(1.5809e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7580 tensor(1.5703e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7590 tensor(1.5599e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7600 tensor(1.5495e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7610 tensor(1.5392e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7620 tensor(1.5290e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7630 tensor(1.5188e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7640 tensor(1.5088e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7650 tensor(1.4988e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7660 tensor(1.4888e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7670 tensor(1.4790e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7680 tensor(1.4692e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7690 tensor(1.4594e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7700 tensor(1.4498e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7710 tensor(1.4402e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7720 tensor(1.4306e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7730 tensor(1.4212e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7740 tensor(1.4118e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7750 tensor(1.4025e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7760 tensor(1.3932e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7770 tensor(1.3840e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7780 tensor(1.3749e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7790 tensor(1.3658e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7800 tensor(1.3568e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7810 tensor(1.3479e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7820 tensor(1.3390e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7830 tensor(1.3302e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7840 tensor(1.3215e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7850 tensor(1.3128e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7860 tensor(1.3041e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7870 tensor(1.2956e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7880 tensor(1.2871e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7890 tensor(1.2786e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7900 tensor(1.2702e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7910 tensor(1.2619e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7920 tensor(1.2536e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7930 tensor(1.2454e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7940 tensor(1.2373e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7950 tensor(1.2292e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7960 tensor(1.2211e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7970 tensor(1.2131e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7980 tensor(1.2052e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
7990 tensor(1.1973e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8000 tensor(1.1895e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8010 tensor(1.1818e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8020 tensor(1.1741e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8030 tensor(1.1664e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8040 tensor(1.1588e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8050 tensor(1.1513e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8060 tensor(1.1438e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8070 tensor(1.1363e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8080 tensor(1.1290e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8090 tensor(1.1216e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8100 tensor(1.1143e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8110 tensor(1.1071e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8120 tensor(1.0999e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8130 tensor(1.0928e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8140 tensor(1.0857e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8150 tensor(1.0787e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8160 tensor(1.0717e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8170 tensor(1.0648e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8180 tensor(1.0579e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8190 tensor(1.0511e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8200 tensor(1.0443e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8210 tensor(1.0376e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8220 tensor(1.0309e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8230 tensor(1.0243e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8240 tensor(1.0177e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8250 tensor(1.0111e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8260 tensor(1.0047e-05, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8270 tensor(9.9821e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8280 tensor(9.9181e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8290 tensor(9.8546e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8300 tensor(9.7915e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8310 tensor(9.7289e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8320 tensor(9.6668e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8330 tensor(9.6051e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8340 tensor(9.5438e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8350 tensor(9.4830e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8360 tensor(9.4227e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8370 tensor(9.3628e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8380 tensor(9.3033e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8390 tensor(9.2443e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8400 tensor(9.1856e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8410 tensor(9.1275e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8420 tensor(9.0697e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8430 tensor(9.0124e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8440 tensor(8.9555e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8450 tensor(8.8990e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8460 tensor(8.8429e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8470 tensor(8.7873e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8480 tensor(8.7320e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8490 tensor(8.6772e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8500 tensor(8.6228e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8510 tensor(8.5688e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8520 tensor(8.5152e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8530 tensor(8.4619e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8540 tensor(8.4091e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8550 tensor(8.3567e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8560 tensor(8.3047e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8570 tensor(8.2530e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8580 tensor(8.2018e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8590 tensor(8.1509e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8600 tensor(8.1004e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8610 tensor(8.0503e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8620 tensor(8.0006e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8630 tensor(7.9513e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8640 tensor(7.9023e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8650 tensor(7.8537e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8660 tensor(7.8055e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8670 tensor(7.7576e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8680 tensor(7.7101e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8690 tensor(7.6630e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8700 tensor(7.6162e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
8710 tensor(7.5698e-06, device='cuda:0', dtype=torch.float64,
       grad_fn=<AddBackward0>)
